subid,proba,pred
20190221-ST001-MNBCP000178-v01-2-15mo_MR-SE003-T1w,0.49,0.0
NCBCP758603-v08-2-37mo_3_T1w,0.96,1.0
NCBCP040221-v02-1-55mo_8_T1w,0.6,1.0
20190815-ST001-MNBCP907184-v03-1-28mo_MR-SE019-T1w,0.72,1.0
20191206-ST001-MNBCP537180-v01-1-10mo_MR-SE003-T1w,0.51,1.0
20180411-ST001-MNBCP633038-v01-1-12mo_MR-SE003-T1w,0.44,0.0
20160516-ST001-Elison_BSLERP_932286_02_02_MR-SE003-T1w_Defaced,0.4,0.0
20170419-ST001-Elison_BSLERP_805063_03_01_MR-SE003-T1w,0.46,0.0
20150909-ST001-Elison_BSLERP_505499_01_01_MR-SE002-T1w,0.49,0.0
20181005-ST001-MNBCP706655-v03-1-15mo_MR-SE003-T1w,0.59,1.0
BCP-355327-67mo-v1_25_T1w,0.98,1.0
NCBCP791410-v01-1-55mo_13_T1w,0.66,1.0
20160126-ST001-Elison_BSLERP_455675_04_04.2_MR-SE002-T1w,0.35,0.0
NCBCP412584-v02-1-13mo_2_T1w,0.44,0.0
20150310-ST001-Elison_BSLERP_987008_1_1_MR-SE013-T1w,0.4,0.0
NCBCP576112-v02-1-24mo_3_T1w,0.44,0.0
NCBCP111521-v04-1-35mo_5_T1w,0.49,0.0
BCP-841279-16mo-v1_3_T1w,0.51,1.0
20191211-ST001-MNBCP767612-v01-1-3mo_MR-SE003-T1w,0.51,1.0
BCP354307-2wk-v1_2_T1w_Defaced,0.73,1.0
NCBCP772313-v01-1-47mo_8_T1w,0.44,0.0
20170504-ST001-Elison_BSLERP_198202_01_01_MR-SE002-T1w,0.52,1.0
20160621-ST001-Elison_BSLERP_116845_04_01_MR-SE003-T1w_Defaced,0.55,1.0
20161107-ST001-Elison_BSLERP_932286_04_01_MR-SE002-T1w_Defaced,0.47,0.0
NCBCP404835-v02-2-65mo_17_T1w,0.93,1.0
NCBCP960758-v02-1-5mo_2_4_T1w,0.74,1.0
20180331-ST001-MNBCP706655-v01-2-9mo_MR-SE003-T1w,0.45,0.0
20180119-ST002-MNBCP198202-v04-1-14mo_MR-SE003-T1w,0.37,0.0
20171129-ST001-MNBCP786266-v06-1-24mo_MR-SE003-T1w,0.42,0.0
932286-BSLERP-20160226_17_T1w,0.47,0.0
BCP-382287-2wk-v1_2_T1w_Defaced,0.47,0.0
20180327-ST001-MNBCP-709477-v01-1-12mo_MR-SE002-T1w,0.46,0.0
20171130-ST001-MNBCP981854-v03-1-7mo_MR-SE002-T1w,0.43,0.0
20180401-ST001-MNBCP981664-v03-1-8mo_MR-SE002-T1w,0.47,0.0
BCP-355327-67mo-v1_12_T1w,0.86,1.0
BCP-294064-16mo-v1-retry_2_T1w,0.45,0.0
BCP-525955-9mo-v1_4_T1w,0.41,0.0
NCBCP197622-v02-1-3mo_5_T1w,0.47,0.0
NCBCP197622-v04-1-10mo_2_T1w,0.45,0.0
BSLERP_960370-20160928_2_T1w,0.47,0.0
20170602-ST001-Elison_BSLERP_284149_01_01_MR-SE003-T1w,0.38,0.0
MNBCP879509-v03-1-9mo-20170905_2_T1w,0.59,1.0
NCBCP495169-v01-1-37mo_10_T1w,0.42,0.0
BSLERP_277066-20160920_3_T1w,0.6,1.0
20180728-ST001-MNBCP726893-v05-1-14mo_MR-SE002-T1w,0.47,0.0
NCBCP131198-v01-1-53mo_11_T1w,0.93,1.0
NCBCP576112-v02-1-24mo_2_T1w,0.43,0.0
20170419-ST001-Elison_BSLERP_200919_01_02_MR-SE003-T1w,0.39,0.0
BCP-841279-16mo-v1_6_T1w,0.42,0.0
20170221-ST001-Elison_BSLERP_176427_03_01_MR-SE003-T1w,0.44,0.0
NCBCP548074-v01-1-34mo_3_T1w,0.29,0.0
20180116-ST001-MNBCP469900-v04-1-14mo_MR-SE003-T1w,0.38,0.0
20170106-ST001-Elison_BSLERP_125632_04_01_MR-SE004-T1w_Defaced,0.44,0.0
20170117-ST001-Elison_BSLERP_683099_01_01_MR-SE007-T1w,0.73,1.0
20190508-ST001-MNBCP908191-v04-2-34mo_MR-SE003-T1w,0.39,0.0
BSLERP_243511-20150415_2_T1w,0.73,1.0
NCBCP607764-v04-1-33mo-20181204_3_T1w,0.44,0.0
NCBCP197622-v07-1-18mo_2_T1w,0.44,0.0
20160209-ST001-Elison_BSLERP_334324_04_01_MR-SE003-T1w,0.44,0.0
NCBCP011228-v06-1-24mo_2_T1w,0.67,1.0
20171211-ST001-MNBCP627391-v01-1-2mo_MR-SE003-T1w,0.35,0.0
NCBCP505525-v08-1-23mo_2_T1w,0.47,0.0
NCBCP340751-v01-1-52mo_4_T1w,0.42,0.0
NCBCP505525-v06-1-17mo_2_T1w,0.86,1.0
20151207-ST001-Elison_BSLERP_505926_04_02_MR-SE002-T1w,0.45,0.0
20160512-ST001-Elison_BSLERP_927564_03_02_MR-SE003-T1w,0.53,1.0
20190818-ST001-MNBCP266437-v05-1-42mo_MR-SE003-T1w,0.46,0.0
20170623-ST001-Elison_BSLERP_116845_06_01_MR-SE013-T1w,0.6,1.0
NCBCP779604-v04-2-9mo_3_T1w,0.4,0.0
NCBCP764726-v02-1-26mo_2_T1w,0.53,1.0
NCBCP779604-v01-1-2wk-20181203_2_T1w,0.46,0.0
NCBCP529587-v01-1-37mo_7_T1w,0.77,1.0
MNBCP116056-v05-1-24mo-20180921_3_T1w,0.55,1.0
20170803-ST001-Elison_BSLERP_406768_03_01_MR-SE002-T1w,0.42,0.0
20191119-ST001-MNBCP380056-v03-1-7mo_MR-SE003-T1w,0.5,0.0
20170117-ST001-Elison_BSLERP_683099_01_01_MR-SE002-T1w,0.54,1.0
20171218-ST001-MNBCP978698-v04-1-14mo_MR-SE016-T1w,0.62,1.0
MNBCP939785-v06-1-24mo-20181105_34_T1w,0.49,0.0
505926-BSLERP-20150810_3_T1w,0.48,0.0
20180727-ST001-MNBCP198549-v05-1-13mo_MR-SE003-T1w,0.46,0.0
NCBCP713347-v05-1-14mo-20181120_3_T1w,0.43,0.0
BSLERP_272097-20150316_2_T1w,0.63,1.0
BCP-986700-44mo-v1-retry_11_T1w,0.95,1.0
BCP-107008-6mo-v1_6_T1w,0.48,0.0
20150519-ST001-Elison_BSLERP_716498_3_1_MR-SE003-T1w_Defaced,0.44,0.0
20180404-ST001-Elison_BSLERP_231205_06_01_MR-SE006-T1w,0.52,1.0
20170417-ST001-Elison_BSLERP_704148_01_02_MR-SE005-T1w,0.4,0.0
20190507-ST001-MNBCP907184-v02-2-22mo_MR-SE003-T1w,0.42,0.0
MNBCP469900-v06-1-24mo-20181113_2_T1w,0.45,0.0
BSLERP_888211-20150504_3_T1w_Defaced,0.52,1.0
NCBCP841279-v03-1-29mo_3_T1w,0.47,0.0
NCBCP051407-v03-1-15mo-20181016_2_T1w,0.85,1.0
20190512-ST001-MNBCP907729-v01-1-11mo_MR-SE003-T1w,0.36,0.0
NCBCP510127-v01-1-18mo-20181120_3_T1w,0.49,0.0
20180219-ST001-MNBCP933910-v02-2-12mo_MR-SE003-T1w,0.49,0.0
20170310-ST001-Elison_BSLERP_883901_02_01_MR-SE002-T1w_Defaced,0.46,0.0
20180921-ST001-MNBCP116056-v05-1-24mo_MR-SE003-T1w,0.55,1.0
20181003-ST001-MNBCP375518-v02-1-4mo_MR-SE003-T1w,0.53,1.0
20161211-ST001-Elison_BSLERP_812574_01_01_MR-SE002-T1w_Defaced,0.46,0.0
20181029-ST001-MNBCP439999-v04-2-20mo_MR-SE005-T1w,0.72,1.0
20150629-ST001-Elison_BSLERP_794626_01_01_MR-SE002-T1w,0.44,0.0
20180418-ST001-MNBCP522586-v02-1-14mo_MR-SE003-T1w,0.41,0.0
20150604-ST001-Elison_BSLERP_951984_02_02_MR-SE003-T1w_Defaced,0.46,0.0
NCBCP774004-v02-2-24mo_2_T1w,0.44,0.0
20170529-ST001-Elison_BSLERP_105040_02_01_MR-SE002-T1w_Defaced,0.49,0.0
20180217-ST001-MNBCP469090-v02-1-9mo_MR-SE002-T1w,0.41,0.0
BCP-675674-11mo-v1_6_T1w,0.37,0.0
20160430-ST001-Elison_BSLERP_786266_04_01_MR-SE002-T1w,0.56,1.0
BCP-431010-64mo-v1_8_T1w,0.93,1.0
20150909-ST001-Elison_BSLERP_505499_01_01_MR-SE003-T1w,0.49,0.0
MNBCP402408-v03-1-7mo-20190806_4_T1w,0.42,0.0
BCP-107008-6mo-v1_4_T1w,0.5,0.0
859613-BSLERP-20160804_3_T1w,0.37,0.0
20180714-ST001-MNBCP185373-v01-1-20mo_MR-SE002-T1w,0.47,0.0
BCP-530066-10mo-v1_3_T1w,0.38,0.0
794626-BSLERP-20160106_2_T1w,0.77,1.0
NCBCP986700-v02-1-59mo_7_T1w,0.94,1.0
20170615-ST001-Elison_BSLERP_978698_02_01_MR-SE002-T1w,0.47,0.0
20180411-ST001-MNBCP633038-v01-1-12mo_MR-SE002-T1w,0.44,0.0
BSLERP_334324-20150817_7_T1w,0.71,1.0
BCP-968715-37mo-v1_10_T1w,0.81,1.0
859613-BSLERP-20160804_2_T1w,0.46,0.0
BCP-106436-2wk-v1_2_T1w,0.53,1.0
20171227-ST001-MNBCP552990-v03-1-8mo_MR-SE002-T1w,0.52,1.0
NCBCP908754-v02-1-3mo_3_T1w,0.87,1.0
20170921-ST001-MNBCP645257-v02-2-8mo_MR-SE005-T1w,0.81,1.0
20180721-ST001-MNBCP439999-v03-1-17mo_MR-SE003-T1w,0.54,1.0
20170302-ST002-Elison_BSLERP_879509_03_01_MR-SE003-T1w_Defaced,0.44,0.0
NCBCP146505-v04-1-33mo_3_T1w,0.93,1.0
20170302-ST002-Elison_BSLERP_879509_03_01_MR-SE002-T1w_Defaced,0.48,0.0
20181022-ST001-MNBCP635515-v02-1-4mo_MR-SE003-T1w,0.41,0.0
NCBCP986700-v01-1-44mo-20161201_3_T1w,0.74,1.0
20180323-ST001-MNBCP381606-v04-1-11mo_MR-SE002-T1w,0.46,0.0
794626-BSLERP-20160329_4_T1w,0.94,1.0
20170614-ST001-Elison_BSLERP_401592_01_01_MR-SE002-T1w,0.48,0.0
20190918-ST001-MNBCP722612-v03-1-36mo_MR-SE003-T1w,0.51,1.0
20160421-ST001-Elison_BSLERP_518969_3_1_MR-SE002-T1w,0.61,1.0
BSLERP_716498-20150819_7_T1w,0.63,1.0
MNBCP863856-v02-1-22mo-20181127_2_T1w,0.49,0.0
NCBCP200474-v03-1-15mo_2_T1w,0.42,0.0
BCP-107008-6mo-v1-retry_12_T1w,0.42,0.0
20161211-ST001-Elison_BSLERP_812574_01_01_MR-SE003-T1w_Defaced,0.4,0.0
20160328-ST002-Elison_BSLERP_505499_03_01_MR-SE007-T1w,0.95,1.0
NCBCP392476-v01-2-47mo_2_T1w,0.44,0.0
20170410-ST001-Elison_BSLERP_469900_01_01_MR-SE002-T1w,0.86,1.0
505926-BSLERP-20150810_2_T1w,0.44,0.0
20170106-ST001-Elison_BSLERP_125632_04_01_MR-SE005-T1w_Defaced,0.47,0.0
BCP-648807-27mo-v3_11_T1w,0.43,0.0
20180217-ST001-MNBCP469090-v02-1-9mo_MR-SE003-T1w,0.37,0.0
20161107-ST001-Elison_BSLERP_932286_04_01_MR-SE003-T1w_Defaced,0.58,1.0
20171220-ST001-MNBCP794032-v06-1-24mo_MR-SE003-T1w,0.42,0.0
20181022-ST001-MNBCP635515-v02-1-4mo_MR-SE002-T1w,0.4,0.0
BCP-137012-13mo-v2_3_T1w,0.38,0.0
20190512-ST001-MNBCP907729-v01-1-11mo_MR-SE002-T1w,0.44,0.0
NCBCP062519-v04-2-10mo_3_T1w,0.38,0.0
20190203-ST001-MNBCP439083-v05-1-13mo_MR-SE003-T1w,0.35,0.0
BSLERP_850013-20150811_8_T1w_Defaced,0.51,1.0
NCBCP146505-v02-1-21mo-20181119_3_T1w,0.4,0.0
20160209-ST001-Elison_BSLERP_334324_04_01_MR-SE002-T1w,0.46,0.0
20170324-ST001-Elison_BSLERP_116056_02_01_MR-SE003-T1w,0.47,0.0
NCBCP529587-v01-1-37mo_11_T1w,0.74,1.0
20150407-ST001-Elison_BSLERP_455675_1_1_MR-SE003-T1w_Defaced,0.45,0.0
NCBCP052977-v03-2-17mo_2_T1w,0.48,0.0
NCBCP525955-v02-1-12mo_2_T1w,0.35,0.0
20151006-ST001-Elison_BSLERP_116845_01_01_MR-SE004-T1w,0.49,0.0
20171203-ST001-MNBCP105040-v04-1-15mo_MR-SE003-T1w,0.72,1.0
NCBCP509659-v01-1-10mo_3_T1w,0.45,0.0
NCBCP273929-v01-1-20mo_3_T1w,0.66,1.0
NCBCP200474-v02-1-12mo_2_T1w,0.49,0.0
20170622-ST001-Elison_BSLERP_320544_06_01_MR-SE003-T1w,0.49,0.0
BSLERP_986114-20150413_5_T1w,0.39,0.0
20190724-ST001-MNBCP936900-v01-1-10mo_MR-SE003-T1w,0.41,0.0
20180223-ST001-MNBCP637299-v01-1-11mo_MR-SE002-T1w,0.43,0.0
20190624-ST001-MNBCP657158-v03-1-7mo_MR-SE002-T1w,0.41,0.0
20150407-ST001-Elison_BSLERP_455675_1_1_MR-SE004-T1w,0.39,0.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE004-T1w,0.8,1.0
20191211-ST001-MNBCP767612-v01-1-3mo_MR-SE005-T1w,0.46,0.0
20160818-ST001-Elison_BSLERP_951984_05_01_MR-SE002-T1w_Defaced,0.44,0.0
NCBCP758603-v08-2-37mo_8_T1w,0.94,1.0
MNBCP536876-v01-1-16mo-20181119_15_T1w,0.42,0.0
BSLERP_222881-20170127_2_T1w,0.44,0.0
760812-BSLERP-20150924_3_T1w,0.43,0.0
BSLERP_794032-20160926_2_T1w_Defaced,0.48,0.0
BSLERP_810675-20150812_2_T1w,0.68,1.0
20180714-ST001-MNBCP185373-v01-1-20mo_MR-SE003-T1w,0.47,0.0
20190817-ST001-MNBCP648669-v02-2-12mo_MR-SE002-T1w,0.42,0.0
932286-BSLERP-20160210_2_T1w_Defaced,0.48,0.0
20190825-ST001-MNBCP232633-v04-2-36mo_MR-SE003-T1w,0.65,1.0
BCP-683764-23mo-v1_2_T1w,0.45,0.0
20190817-ST001-MNBCP648669-v02-2-12mo_MR-SE003-T1w,0.36,0.0
BSLERP_932286-20160801_3_T1w,0.56,1.0
20180916-ST001-MNBCP943541-v01-1-1mo_MR-SE003-T1w,0.46,0.0
NCBCP197622-v04-1-10mo_3_T1w,0.43,0.0
20181010-ST001-MNBCP764612-v01-1-16mo_MR-SE002-T1w,0.47,0.0
NCBCP960758-v06-1-17mo_3_T1w,0.39,0.0
NCBCP439967-v02-1-55m_8_T1w,0.42,0.0
20180404-ST001-Elison_BSLERP_231205_06_01_MR-SE005-T1w,0.49,0.0
BCP-137012-10mo-v1_2_T1w,0.4,0.0
20151105-ST001-Elison_BSLERP_334324_03_01_MR-SE002-T1w_Defaced,0.46,0.0
NCBCP945369-v01-1-2wk_3_T1w,0.63,1.0
NCBCP774387-v01-1-16mo_6_T1w,0.43,0.0
20171218-ST001-MNBCP978698-v04-1-14mo_MR-SE002-T1w,0.76,1.0
NCBCP515697-v01-1-15mo_3_T1w,0.43,0.0
20151008-ST002-Elison_BSLERP_794626_2_2_MR-SE003-T1w,0.86,1.0
NCBCP011228-v02-1-12mo_2_T1w,0.42,0.0
20180311-ST001-MNBCP627391-v02-1-5mo_MR-SE003-T1w,0.35,0.0
20180829-ST001-MNBCP469090-v03-1-15mo_MR-SE002-T1w,0.47,0.0
20170117-ST001-Elison_BSLERP_683099_01_01_MR-SE015-T1w_Defaced,0.4,0.0
NCBCP216852-v02-1-5mo_3_T1w,0.49,0.0
NCBCP911829-v01-1-2mo_3_T1w,0.42,0.0
20170118-ST001-Elison_BSLERP_939785_01_01_MR-SE003-T1w,0.4,0.0
20180309-ST001-MNBCP661045-v02-1-24mo_MR-SE003-T1w,0.4,0.0
NCBCP418793-v03-1-15mo_2_T1w,0.51,1.0
20150414-ST001-Elison_BSLERP_534927_1_1_MR-SE003-T1w,0.51,1.0
20180713-ST001-MNBCP380510-v01-1-19mo_MR-SE012-T1w,0.47,0.0
20190622-ST001-MNBCP519250-v04-1-34mo_MR-SE003-T1w,0.42,0.0
20151111-ST001-Elison_BSLERP_888211_03_01_MR-SE002-T1w_Defaced,0.5,0.0
BCP-106436-2wk-v1_7_T1w,0.47,0.0
NCBCP251240-v01-2-60mo_9_T1w,0.68,1.0
20180829-ST001-MNBCP469090-v03-1-15mo_MR-SE003-T1w,0.44,0.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE005-T1w,0.75,1.0
20170517-ST001-Elison_BSLERP_645257_01_01_MR-SE003-T1w,0.47,0.0
20180410-ST001-MNBCP477045-v02-1-13mo_MR-SE002-T1w,0.43,0.0
20180304-ST001-MNBCP981854-v04-1-10mo_MR-SE003-T1w,0.41,0.0
20180503-ST001-MNBCP519250-v02-1-22mo_MR-SE003-T1w,0.5,0.0
20170419-ST001-Elison_BSLERP_805063_03_01_MR-SE004-T1w_Defaced,0.42,0.0
NCBCP151307-v01-1-9mo_3_T1w,0.42,0.0
BSLERP_277762-20170207_7_T1w_Defaced,0.46,0.0
20150106-ST001-Elison_BSLERP_387247_1_1_MR-SE002-T1w,0.48,0.0
20160222-ST001-Elison_BSLERP_320544_02_02_MR-SE002-T1w,0.53,1.0
BSLERP_455675-20161011_2_T1w_Defaced,0.44,0.0
NCBCP841279-v02-1-23mo_6_T1w,0.41,0.0
NCBCP664313-v01-1-2mo_2_T1w,0.91,1.0
20170902-ST001-MNBCP981854-v02-1-4mo_MR-SE002-T1w,0.48,0.0
NCBCP062519-v01-1-2wk_3_T1w,0.39,0.0
20160519-ST001-Elison_BSLERP_716498_06_01_MR-SE007-T1w_Defaced,0.48,0.0
20150520-ST001-Elison_BSLERP_987008_2_1_MR-SE002-T1w,0.4,0.0
NCBCP418793-v04-1-18mo-20181023_2_T1w,0.5,0.0
20151207-ST001-Elison_BSLERP_505926_04_02_MR-SE003-T1w,0.54,1.0
20170420-ST001-Elison_BSLERP_878949_01_01_MR-SE003-T1w,0.74,1.0
20150908-ST001-Elison_BSLERP_272097_03_01_MR-SE002-T1w,0.47,0.0
20170118-ST001-Elison_BSLERP_939785_01_01_MR-SE010-T1w,0.46,0.0
NCBCP911829-v01-1-2mo_2_T1w,0.47,0.0
NCBCP523054-v01-1-11mo_2_T1w,0.37,0.0
20151021-ST001-Elison_BLSERP_455675_03_01_MR-SE002-T1w_Defaced,0.43,0.0
BCP-388560-2wk-v1_2_T1w,0.73,1.0
20160510-ST002-Elison_BSLERP_277762_04_01_MR-SE032-T1w,0.46,0.0
NCBCP421109-v04-1-9mo_3_T1w,0.93,1.0
20180907-ST001-MNBCP544404-v02-2-24mo_MR-SE002-T1w,0.66,1.0
20160408-ST001-Elison_BSLERP_222881_4_1_MR-SE002-T1w,0.4,0.0
20170610-ST001-Elison_BSLERP_176427_04_02_MR-SE002-T1w_Defaced,0.45,0.0
NCBCP791410-v01-1-55mo_8_T1w,0.74,1.0
20180219-ST001-MNBCP933910-v02-2-12mo_MR-SE002-T1w,0.49,0.0
MR-SE003-rfMRI_REST_PA_rfMRI_REST_PA_20170608213042_3,0.28,0.0
20190811-ST001-MNBCP240615-v03-1-28mo_MR-SE013-T1w,0.55,1.0
20170531-ST001-Elison_BSLERP_302746_01_01_MR-SE022-T1w,0.46,0.0
20151109-ST001-Elison_BSLERP_277762_02_01_MR-SE007-T1w,0.55,1.0
20180619-ST001-MNBCP710922-v01-01-1mo_MR-SE005-T1w,0.48,0.0
NCBCP002081-v02-1-3mo_4_T1w,0.5,0.0
20180531-ST001-MNBCP470431-v06-1-24mo_MR-SE003-T1w,0.46,0.0
NCBCP657965-v04-1-20mo_2_T1w,0.48,0.0
NCBCP354404-v02-1-13mo_1_2_T1w,0.39,0.0
NCBCP304436-v01-1-55mo-20181130_11_T1w,0.61,1.0
NCBCP841279-v02-1-23mo_7_T1w,0.45,0.0
BSLERP_243511-20150625_4_T1w,0.47,0.0
20181029-ST001-MNBCP439999-v04-2-20mo_MR-SE006-T1w,0.76,1.0
20170921-ST001-MNBCP401592-v02-2-9mo_MR-SE005-T1w,0.48,0.0
20171211-ST001-MNBCP627391-v01-1-2mo_MR-SE002-T1w,0.44,0.0
20170521-ST001-Elison_BSLERP_518969_06_01_MR-SE003-T1w,0.45,0.0
NCBCP395568-v05-1-21mo-20180925_3_T1w,0.97,1.0
MNBCP879509-v03-1-9mo-20170905_16_T1w,0.49,0.0
NCBCP613137-v02-1-64mo_9_T1w,0.43,0.0
BCP-862498-42mo-v1_18_T1w,0.58,1.0
20180223-ST001-MNBCP637299-v01-1-11mo_MR-SE003-T1w,0.49,0.0
20190429-ST001-MNBCP710741-v01-1-10mo_MR-SE002-T1w,0.49,0.0
BCP-804018-60mo-v1_18_T1w,0.65,1.0
NCBCP269462-v01-1-48mo_9_T1w,0.62,1.0
20171006-ST001-MNBCP552990-v02-1-5mo_MR-SE003-T1w,0.41,0.0
NCBCP650295-v02-1-81mo_9_T1w,0.67,1.0
20190627-ST001-MNBCP536876-v02-1-22mo_MR-SE003-T1w,0.41,0.0
NCBCP758603-v08-2-37mo_7_T1w,0.95,1.0
20180806-ST001-MNBCP933910-v03-1-18mo_MR-SE002-T1w,0.45,0.0
20160215-ST001-Elison_BSLERP_505926_03_01_MR-SE003-T1w_Defaced,0.72,1.0
20190725-ST001-MNBCP236452-v02-1-12mo_MR-SE013-T1w,0.94,1.0
NCBCP557468-v02-1-60mo_11_T1w,0.77,1.0
NCBCP505525-v04-1-11mo-20181101_3_T1w,0.42,0.0
NCBCP868724-v04-1-12mo_2_T1w,0.45,0.0
NCBCP385434-v02-1-14mo_2_T1w,0.42,0.0
20171029-ST001-MNBCP519250-v01-1-16mo_MR-SE003-T1w,0.54,1.0
MNBCP914176-v01-1-16mo-20180928_3_T1w,0.43,0.0
NCBCP197622-v05-1-14mo-20180928_2_T1w,0.44,0.0
20170207-ST001-Elison_BSLERP_277762_06_01_MR-SE002-T1w,0.45,0.0
20170503-ST001-Elison_BSLERP_940808_02_MR-SE003-T1w,0.46,0.0
BCP-421109-2wk-v1_2_T1w_Defaced,0.52,1.0
BCP-132476-9mo-v2_2_T1w,0.44,0.0
20160516-ST001-Elison_BSLERP_932286_02_02_MR-SE003-T1w,0.4,0.0
NCBCP200474-v04-1-18mo_2_T1w,0.47,0.0
859613-BSLERP-20170119_3_T1w_Defaced,0.46,0.0
NCBCP505525-v05-1-14mo_3_T1w,0.43,0.0
BCP-397725-60mo-v1_13_T1w,0.67,1.0
NCBCP791410-v01-1-55mo_9_T1w,0.72,1.0
20180422-ST001-MNBCP597306-v06-1-24mo_MR-SE002-T1w,0.45,0.0
20180715-ST001-MNBCP706655-v02-1-12mo_MR-SE002-T1w,0.59,1.0
20170820-ST001-BCP816406_01_01_MR-SE002-T1w,0.47,0.0
20160408-ST001-Elison_BSLERP_222881_4_1_MR-SE003-T1w_Defaced,0.37,0.0
20161220-ST001-Elison_BSLERP_116056_01_01_MR-SE007-T1w_Defaced,0.44,0.0
20180721-ST001-MNBCP439999-v03-1-17mo_MR-SE002-T1w,0.53,1.0
20160105-ST001-Elison_BSLERP_116845_02_01_MR-SE002-T1w_Defaced,0.49,0.0
20150519-ST001-Elison_BSLERP_716498_3_1_MR-SE003-T1w,0.41,0.0
NCBCP509669-v01-1-42mo_8_T1w,0.65,1.0
760812-BSLERP-20150924_3_T1w_Defaced,0.45,0.0
BSLERP_801091-20160628_3_T1w,0.39,0.0
20150430-ST001-Elison_BSLERP_334324_01_01_MR-SE003-T1w,0.44,0.0
NCBCP412584-v01-1-10mo_6_T1w,0.56,1.0
20151109-ST001-Elison_BSLERP_277762_02_01_MR-SE003-T1w,0.72,1.0
20180927-ST001-MNBCP458050-v01-1-6mo_MR-SE003-T1w,0.38,0.0
20160610-ST001-Elison_BSLERP_125632_02_01_MR-SE002-T1w,0.49,0.0
20171210-ST001-MNBCP740317-v01-2-2mo_MR-SE003-T1w,0.63,1.0
MNBCP684448-v02-2-5mo_MR-SE002-T1w,0.42,0.0
BSLERP_805063-20161024_3_T1w,0.42,0.0
BSLERP_243511-20170113_7_T1w,0.47,0.0
NCBCP713347-v02-1-5mo_3_T1w,0.41,0.0
20161107-ST001-Elison_BSLERP_932286_04_01_MR-SE011-T1w,0.98,1.0
MNBCP544404-v03-1-12mo-20170818_2_T1w,0.62,1.0
20191209-ST001-MNBCP526810-v01-1-60mo_MR-SE004-T1w,0.46,0.0
20150605-ST001-Elison_BSLERP_662338_2_2_MR-SE003-T1w,0.86,1.0
20180307-ST001-MNBCP401592-v04-1-15mo_MR-SE003-T1w,0.43,0.0
BCP-382287-2wk-v1_3_T1w_Defaced,0.49,0.0
20180622-ST001-MNBCP684448-v04-1-11mo_MR-SE002-T1w,0.5,0.0
20170525-ST001-Elison_BSLERP_147207_01_01_MR-SE003-T1w,0.33,0.0
20191211-ST001-MNBCP767612-v01-1-3mo_MR-SE015-T1w,0.38,0.0
BSLERP_794032-20160926_3_T1w,0.48,0.0
NCBCP758603-v09-2-43mo_3_T1w,0.92,1.0
BCP-986700-44mo-v1-retry_10_T1w,0.97,1.0
20190117-ST001-MN_BCP640680-v01-1-17mo_MR-SE002-T1w,0.54,1.0
20160517-ST001-Elison_BSLERP_320544_03_02_MR-SE003-T1w,0.82,1.0
BSLERP_470431-20161111_23_T1w_Defaced,0.39,0.0
MNBCP726893-v03-1-8mo_MR-SE002-T1w,0.45,0.0
20170806-ST001-BCP469090_3mo_01_MR-SE003-T1w,0.37,0.0
20151005-ST001-Elison_BSLERP_890518_04_03_MR-SE002-T1w,0.5,0.0
20160621-ST001-Elison_BSLERP_116845_04_01_MR-SE003-T1w,0.55,1.0
20160421-ST001-Elison_BSLERP_518969_3_1_MR-SE006-T1w,0.44,0.0
20170623-ST001-Elison_BSLERP_116845_06_01_MR-SE012-T1w,0.6,1.0
20190117-ST001-MN_BCP640680-v01-1-17mo_MR-SE003-T1w,0.5,0.0
20170717-ST001-BCP381606_01_01_MR-SE003-T1w,0.38,0.0
20151103-ST001-Elison_BSLERP_810675_03_01_MR-SE003-T1w,0.45,0.0
20191027-ST001-MNBCP176851-v04-1-44mo_MR-SE002-T1w,0.54,1.0
20151111-ST001-Elison_BSLERP_888211_03_01_MR-SE003-T1w,0.53,1.0
505926-BSLERP-20150810_3_T1w_Defaced,0.47,0.0
NCBCP216852-v02-1-5mo_2_T1w,0.5,0.0
20150310-ST001-Elison_BSLERP_987008_1_1_MR-SE012-T1w,0.44,0.0
BCP-040221-42mo-v1_14_T1w,0.6,1.0
20170531-ST001-Elison_BSLERP_302746_01_01_MR-SE018-T1w,0.4,0.0
20180430-ST001-MNBCP826360-v02-1-23mo_MR-SE002-T1w,0.42,0.0
20151028-ST001-Elison_BSLERP_534927_03_01_MR-SE003-T1w,0.69,1.0
20180417-ST001-MNBCP676274-v02-1-25mo_MR-SE002-T1w,0.49,0.0
20170314-ST001-Elison_BSLERP_760812_06_01_MR-SE003-T1w,0.49,0.0
NCBCP832130-v01-1-55mo_13_T1w,0.85,1.0
20151105-ST001-Elison_BSLERP_334324_03_01_MR-SE003-T1w,0.57,1.0
20180908-ST001-MNBCP830201-v02-1-15mo_MR-SE003-T1w,0.42,0.0
20180609-ST001-MNBCP981854-v05-1-13mo_MR-SE003-T1w,0.43,0.0
NCBCP011228-v01-1-9mo_3_T1w,0.54,1.0
MNBCP469090-v04-2-18mo-20181116_4_T1w,0.46,0.0
20170525-ST001-Elison_BSLERP_147207_01_01_MR-SE002-T1w,0.46,0.0
20180309-ST001-MNBCP661045-v02-1-24mo_MR-SE018-T1w,0.48,0.0
